Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2018565,9705.00045,Seal wire 3.5x0.3mm METRI (9705.00045),2000920185656,Meter
2018566,9705.00060,Seal cutting wire spiral 1.0mm METRI (9705.00060),2000920185663,Meter
2018567,1899.00095,3/2 Valve DC/MO-XL Assy (1899.00095),2000920185670,Piece
2018568,AN219C100*10001,"Pilienu paplāte 300x180x30, iegremdējama ar glāžu mazgātāju + drenāža (AN219C100*10001)",2000920185687,Piece
2018569,60563202901,Motor mounted Bizerba (60563202901),2000920185694,Piece
2018570,012052,Electronic package Checkmark (012052),2000920185700,Piece
2018571,442500926300,Outlet conveyor ISA TA140 (442500926300),2000920185717,Piece
2018572,442501033200,LH/RH side panel new Alfa130 TW (442501033200),2000920185724,Piece
2018573,640100830-1,QTDE12 117mm 105W ECO 240V halogēnspuldze (640100830-1),2000920185731,Gabals
2018574,NEK6212Z,Kompresors NEK6212Z (NEK6212Z),2000920185748,Gabals
2018575,NT011-2,NT loksnes 2x1250x2500mm AISI 304 2B (NT011-2),2000920185755,Kilogram
2018576,GEAR,Gear for mixer,2000920185762,Gabals
2018577,00963132,Heatmat M 950x950 800W (00963132),2000920185779,Gabals
2018578,560.0001.767,Service kit for rinsing adapter (560.0001.767),2000920185786,Piece
2018579,560.0001.187,Mixer chamber (560.0001.187),2000920185793,Piece
2018580,560.0505.039,Solenoid pump 230V (560.0505.039),2000920185809,Piece
2018581,500140,Pāreja ar. v. 25x3/4''M pres/81206 (500140),2000920185816,Gabals
2018583,447293927,Palīgmateriāli,2000920185830,Gabals
2018584,B61.42398,Baffle door Frigomat 736 (B61.42398),2000920185847,Gabals
2018585,8033087375350,Mīkstā vara caurule ar izolāciju D3/8 52x0.8mm,2000920185854,Meter
2018586,1710068,Kondensators 450V 30uF+GRD (1710068),2000920185861,Gabals
2018587,E2V14CS100,Elektriskais vārsts HPV E2V 14c 13-13mm (E2V14CS100),2000920185878,Gabals
2018588,901763,Durvju blīvgumija prof. 9797 1435x615mm (901763),2000920185885,Gabals
2018589,500873,Ventilation valve 12V shaft 6mm (500873),2000920185892,Gabals
2018590,900575,Blīvgumija vadības panelim (900575),2000920185908,Gabals
2018591,693580,Cover for catch (693580),2000920185915,Gabals
2018592,693588,Door bolt mounting pos. bottom right latching (693588),2000920185922,Gabals
2018593,692101,Cap D.19mm (692101),2000920185939,Gabals
2018594,902221,Durvju blīvgumija 2733 470x500mm Rational SCC/CM61 (902221),2000920185946,Gabals
2018595,PT00006554,Pin handle C602 (PT00006554),2000920185953,Gabals
2018596,PT00007103,Valve A.-Draw C602 (PT00007103),2000920185960,Gabals
2018597,3444128,Black knob D.50mm 50-300'C (3444128),2000000281865,Gabals
2018598,3444543,Vienfāzes termostats 50-300'C (3444543),2000920185984,Gabals
2018599,5104618,Blīvgumija 1600x670mm (5104618),2000920185991,Gabals
2018600,3001003,"Ignition plug, Round D.7x44mm (3001003)",2000920186004,Gabals
2018601,3440036,Thermocouple sit M9x1 850mm (3440036),2000920186011,Gabals
2018602,3020036,Pilot burner Sit 3 Flames (3020036),2000920186028,Gabals
2018603,3221659,Halogēna spuldze infrasarkanā R7s 200W 230V (3221659),2000920186035,Gabals
2018604,2600.14.001,Load cell SPS14-300-C3 (2600.14.001),2000920186042,Gabals
2018605,179-59020022,Rep.kit Impeller Jeros (179-59020022),2000920186059,Gabals
2018606,6004.ZZ.C3 KOYO,Gultnis 6004.ZZ.C3 KOYO,2000920186066,Gabals
2018607,Walter610-0046,O-gredzens 5.28x1.78 EPDM 70 (Walter610-0046),2000920186073,Gabals
2018608,Walter610-1267,O-gredzens 4.00x1.5 NBR (Walter610-1267),2000920186080,Gabals
2018609,Walter610-0038,O-gredzens 31.47x1.78 NBR (Walter610-0038),2000920186097,Gabals
2018610,Walter610-0082,O-gredzens 14.00x1.78 NBR (Walter610-0038),2000920186103,Gabals
2018611,501730964,Hermētiķis 9914 A/M Silikona Sark. 85g (501730964),2000920186110,Gabals
2018612,7111604,Sildelements 7500W 230V (7111604),2000920186127,Gabals
2018613,3070331,Kompresors Embraco NEU6212GK CSIR (3070331),2000920186134,Gabals
2018614,5.08SP6126698,"Skrūve M4x6 DIN7500, Zila, cinka (5.08SP6126698)",2000920186141,Gabals
2018615,5.08SP6166641,"LT door cover, black Freor (5.08SP6166641)",2000920186158,Gabals
2018616,5.08SP6087129,"LT door cover, white Freor (5.08SP6087129)",2000920186165,Gabals
2018617,5.08SP1290950,Kit SDS-System Wagon with rope (5.08SP1290950),2000920186172,Gabals
2018618,068F5283,Servisa komplekts AKV/H 10 (068F5283),2000920186189,Gabals
2018619,30087514,F30HC03 sildelements 2025W (30087514),2000920186196,Gabals
2018621,BER574937,Palīgmateriāli,2000920186219,Gabals
2018622,HD500/20x343x500,Dēlītis no plastmasas PE500 naturāla materiāla 20x343x500mm,2000920186226,Gabals
2018623,OLS773307,Palīgmateriāli,2000920186233,Gabals
2018624,447392798,Palīgmateriāli,2000920186240,Gabals
2018626,447250152,Palīgmateriāli,2000920186264,Gabals
2018627,0001079,T8 30W 830 G13 Spuldze (0001079),2000920186271,Gabals
2018628,697691,S10 4-65W Ecoclick PH starters (697691),2000920186288,Gabals
2018629,OLM456370,Palīgmateriāli,2000920186295,Gabals
2018630,560.0006.710,Hose Ø12/6 MVQ (560.0006.710),2000920186301,Meter
2018631,3186919,Blīvgumija 1480x640mm (3186919),2000920186318,Gabals
2018632,5146693,Nazis gaļas mašīnai MOD.22 (5146693),2000920186325,Gabals
2018633,5043722,Board cover adhesive 135x115mm (5043722),2000920186332,Gabals
2018634,5043712,Keyboard digital rectangular 95x81mm (5043712),2000920186349,Gabals
2018635,5073302,Motherboard kit 400V (5073302),2000920186356,Gabals
2018636,5PC44137,Codified cotter PC-98 R5BZ (5PC44137),2000920186363,Gabals
2018637,6963I0305,Flat head screw 03x05 PC-98 R5BZ (6963I0305),2000920186370,Gabals
2018638,4PC41092,Worm+stud simple & double cut PC-82 (4PC41092),2000920186387,Gabals
2018639,5PC43589,Chaveta 6x6x24 AB PC-82 (5PC43589),2000920186394,Gabals
2018640,5PC43549,Oil seal stop ring PC82 (5PC43549),2000920186400,Gabals
2018641,6RT354706,Seal 35x47x06 (6RT354706),2000920186417,Gabals
2018642,5PC43562,Scraper PC-82 (5PC43562),2000920186424,Gabals
2018643,5PC43553,Worm drive shaft PC-82 (5PC43553),2000920186431,Gabals
2018644,339439,Pogu komplekts ar slēdzi un aizsardzību (339439),2000920186448,Gabals
2018645,500489962,Šļūtene vakuuma 20mm Aliflex (500489962),2000920186455,Meter
2018646,840160,Blīvgumija vakum HFE (5841060),2000000073422,Gabals
2018647,ULN2003D,Mikroshēma ULN2003D-SMD (ULN2003D),2000920186479,Gabals
2018648,F61924,"Izolācijas lente PVC 19mm/20m, Zila (F61924)",2000920186486,Gabals
2018649,LPV-100-24,"Impulsu barošanas bloks 100W, LED 24V 4.2A (LPV-100-24)",2000920186493,Gabals
2018650,80.41.0.240.0000,Laika relejs unvers. ar aizkavētu slēgš. funkc. 1CO 16A 24-240V (80.41.0.240.0000),2000920186509,Gabals
2018651,MIA038,Mitruma indikators MIA038 (MIA038),2000000238043,Gabals
2018652,KE/SM/3F,Slēdzis 3poz. 13x19mm Rohs (KE/SM/3F),2000920186523,Gabals
2018653,12176222,Door ECP-701 ASBER (12176222),2000920186530,Gabals
2018654,KRA1044214,Palīgmateriāli,2000920186547,Gabals
2018655,8029209,"Optionica LED T5 16W/220V, 1170MM 2700K (8029209)",2000920186554,Gabals
2018656,8005807,"Optionica LED gaismeklis T5 8W/220V, 570mm (8005807)",2000920186561,Gabals
2018657,3102340,Sūknis 2.6kW 230V/400V/3/50Hz Winterhalter (3102340),2000000337296,Gabals
2018658,82000120,Kabelis GS600 (82000120),2000920186585,Gabals
2018659,60004141,Kit sealing screw console UC-XL (60004141),2000920186592,Gabals
2018660,97-888,Maisiņu aizstaisāma iekārta T-5 1.2kg BLUE (97-888),2000920186608,Piece
2018661,3010104,Manual water softener 20L 3/4'' (3010104),2000000218939,Gabals
2018662,3743669,Rinse arm assembly 465mm (3743669),2000920186622,Gabals
2018663,3743855,Rinse screw MA5 (3743855),2000920186639,Gabals
2018664,034L0049,KVL 15 kartera spiediena regulators (034L0049),2000000069999,Gabals
2018665,40.61.8.230.0000,Relay finder SPDT 16A/250VAC (40.61.8.230.0000),2000920186653,Gabals
2018666,4009229,Kit drive belt 300 &600 dpi ZT400 series ZMx00 (4009229),2000920186660,Gabals
2018667,16038,Tefcold LCT750F/melns (16038),2000920186677,Gabals
2018668,8014032,LED prof OPT A ALU+vaks FR 45gr 16x16 (8014032),2000920186684,Meter
2018669,8018981,LED prof OPT A ALU+vaks FR 17.2x14.4 1m (8018981),2000920186691,Meter
2018670,8015876,LED 24V 2835 Epistar 20.0W/m 4000K 120smd (8015876),2000920186707,Meter
2018671,341108,Palīgmateriāli,2000920186714,Gabals
2018672,1051622,LED bar. bl. 24VDC 120W 5A (1051622),2000920186721,Gabals
2018673,501608852,Stiprinājums D50 PP (501608852),2000920186738,Gabals
2018674,447720250,Palīgmateriāli,2000920186745,Gabals
2018675,1197460,Ķēdes komplekts,2000920186752,Gabals
2018676,nm04209,NT detaļas S.05 AISI430 slīpētas (nm04209),2000920186769,Gabals
2018677,OLM458259,Palīgmateriāli,2000920186776,Gabals
2018678,ACE-19X054,Izolācija 19 x 54,2000000195506,Meter
2018680,LC01,"Durvju rokturis AP8, universāls (LC01)",2000920186806,Gabals
2018681,SLH-064&F45,Kondensators SLH64 1x450 830x222x608 krāsots (SLH-064&F45),2000920186813,Gabals
2018682,90280269,Palīgmateriāli,2000920186820,Gabals
2018683,447757120,Palīgmateriāli,2000920186837,Gabals
2018684,5028601,Cover microswitch rod 157mm (5028601),2000920186844,Gabals
2018685,9220998,Šūnas 35/70x100x1255mm priekš saldētavām FI-192-90-250 (9220998),2000920186851,Gabals
2018688,447615263,Palīgmateriāli Sky Duntes,2000920186882,Gabals
2018689,BKN044371,Palīgmateriāli vitrīnas remontam,2000920186899,Gabals
2018690,502439414,Veļas mašīnas pievienošanas šļūtene V3/4 350Cm (502439414),2000920186905,Gabals
2018691,A10.40951,Spring regulator (A10.40951),2000920186912,Gabals
2018692,P22.41044,Tube regulator 087763 (P22.41044),2000920186929,Gabals
2018693,U11.40949,Valve pump 087765 (U11.40949),2000920186936,Gabals
2018694,Z91.42807,Tune up kit 087774 (Z91.42807),2000920186943,Gabals
2018695,K00101-10-13-001,Bumper kompl. RAL9006 (K00101-10-13-001),2000920186950,Gabals
2018696,084B4070,AK-OB55 LON modulis (084B4070),2000920186967,Gabals
2018697,084B4076,AK-UI55 Set displejs ar pogām (084B4076),2000920186974,Gabals
2018698,084B4079,AK-UI55 Kabelis 6m priekšējam displejam (084B4079),2000920186981,Gabals
2018699,BF6500A230,"Magnētiskais palaidējs BF65,3P,65A 30kW, 230VAC (BF6500A230)",2000920186998,Gabals
2018700,GA032C,"Slēdzis 3P 32A durvju montāža, pagriežams bez roktura (GA032C)",2000920187001,Gabals
2018701,GAX61,Durvju rokturis panelī sark./dzelt. 5mm (GAX61),2000920187018,Gabals
2018702,P-00207219K,PVC profila komplekts JBG vitrīnai (P-00207219K),2000920187025,Gabals
2018703,120292,Stikls 340x460x4mm,2000920187032,Gabals
2018704,1221008,LED spuldze Ba15S 24V (1221008),2000920187049,Gabals
2018705,5026394,Slideway for grid RH-LH 630mm (5026394),2000000257839,Gabals
2018706,5023481,Cube evaporator (5026394),2000920187063,Gabals
2018707,SCSC66078401-01,Door frame left sliding chute (SCSC66078401-01),2000920187070,Gabals
2018708,SCSC66078400-01,Door frame right sliding chute (SCSC66078400-01),2000920187087,Gabals
2018709,38029522000,Gripper Cpl. (38029522000),2000920187094,Gabals
2018710,38029657000,Serrated flashings (38029657000),2000920187100,Gabals
2018711,56082160000,Set screw DIN438 M4x6-A2-70 (56082160000),2000920187117,Gabals
2018712,38055211000,Memocard 1MB SRAM 8/16 Bit (38055211000),2000920187124,Gabals
2018713,1025434,Brita water filtering system Mypure P1 (1025434),2000920187131,Piece
2018714,EL2006249,"Subassembly door lock , hinged left Jocker 19 (EL2006249)",2000920187148,Gabals
2018715,HD500/Alūksne,Plastmasa PC Makrolife caursp. 3x565x1522mm,2000920187155,Gabals
2018716,HD500/Rimi Strinu,Plastmasa  PE500 Zaļš 20x400x598 un 395x595mm,2000920187162,Gabals
2018717,HD500/RimiStrinu,Plastmasa PE500 sarkans biez. 25x395x590mm,2000920187179,Gabals
2018718,2096721,Ice thickness probe (2096721),2000920187186,Gabals
2018719,5x620x840,Plastmasa PC Makrolife caursp. 5x620x840mm,2000920187193,Gabals
2018720,5x515x680,Plastmasa PC Makrolife caursp. 5x515x680mm,2000920187209,Gabals
2018721,3x375x820,Plastmasa PC Makrolife caursp. 3x375x820mm,2000920187216,Gabals
2018722,JKR1,Sastatņu noma,2000920187223,Piece
2018723,517185,Overflow pipe L185mm D. 40mm (517185),2000920187230,Gabals
2018724,695630,Coupling set D.37mm (695630),2000920187247,Gabals
2018725,65482540201,192L212 sensor complete (65482540201),2000000241241,Gabals
2018726,4011721022604,"Kontaktdakša ar zemējumu ABL IP44, melna",2000920187261,Gabals
2018727,4750545240251,"Kontaktdakša ar sāna ievadu un zem. IP44, pelēka",2000920187278,Gabals
2018728,447985349,Palīgmateriāli,2000920187285,Gabals
2018729,5196899,Blīvgumija 1770x650mm (5196899),2000920187292,Gabals
2018730,5155313,Blīvgumija 1585x740mm (5155313),2000920187308,Gabals
2018731,3090019,Rinse aid dispenser N6 E 05 G4 (3090019),2000920187315,Gabals
2018732,3240465,Level microsensor for boiler (3240465),2000920187322,Gabals
2018733,3090104,Hose santoprene new model (3090104),2000920187339,Gabals
2018734,5550-RM,Electronic board TG-MA02 (5550-RM),2000920187346,Gabals
2018735,S101771,Priekšējais panelis TectoPromo FL2-120-SS (S101771),2000920187353,Gabals
2018736,719.396.921,"Holder, with release sheet for PC 297-T9FCE (719.396.921)",2000920187360,Gabals
2018737,341691,"Pogu komplekts + kontaktu bloks, komplekts (341691)",2000920187377,Gabals
2018738,NEK6217GK,Kompresors NEK621GK (NEK6217GK),2000920187384,Gabals
2018739,447p,Habasit FMB-5EMWT-W2 TPU transportiera lenta (447p),2000920187391,Piece
2018740,FD-20,Servisa filtrs FD-20 (FD-20),2000920187407,Piece
2018741,518093,Intake body Ed 155mm 30/42mm (518093),2000920187414,Piece
2018742,370672,Solenoid valve triple straight 230VAC EATON (370672),2000920187421,Piece
2018743,DB0739,Flat cook plate E2S (DB0739),2000920187438,Gabals
2018744,9007805,AL profile door 3750 (9007805),2000920187445,Piece
2018745,9014424,Handle sliding door SNT V2 (9014424),2000920187452,Piece
2018746,9015999,String incl. hold SNT slide (9015999),2000920187469,Piece
2018747,502522181,Sifons dušaiE016VDEU + Šļūtene 900cm (502522181),2000920187476,Piece
2018748,447988093,Palīgmateriāli,2000920187483,Piece
2018749,M03110067U_CH,CHM-30 10 63B14 (M03110067U_CH),2000920187490,Piece
2018750,MA1030_CH,Izejošā ass CHT MVS 30 (MA1030_CH),2000920187506,Piece
2018751,MC0030_CH,Vāciņš CHT MV 30 V (MC0030_CH),2000920187513,Piece
2018752,TC-48,Blīvslēgs TC-48x70x10 TTO (TC-48),2000920187520,Piece
2018753,6885-8,Ķīlis DIN6885-8x25x7 (6885-8),2000920187537,Piece
2018755,1922184,Brotect matte Screen protector 19'' Displays (1922184),2000920187551,Gabals
2018756,1822183,Brotect HD-clear screen protector 19'' displays (1822183),2000920187568,Gabals
2018757,1644202,Screen protecotr SU75 Samsung Galaxy S22 (1644202),2000920187575,Gabals
2018758,EL2004320,On/Off button BG (EL2004320),2000920187582,Piece
2018759,EL2002286,Micro SD card Linux image Genius MT C2 (EL2002286),2000920187599,Piece
2018760,EL2001111,Harness operating panel GeniusMT (EL2001111),2000920187605,Piece
2018761,EL2000766,Contactor BF 26 00 A 230 V260 (EL2000766),2000920187612,Piece
2018762,60560622000,Sharpening disc mount. (60560622000),2000920187629,Piece
2018763,60560624001,Honing disc mount. (60560624001),2000920187636,Piece
2018764,50275260000,Compression spring 11x26x5.5x1 (50275260000),2000920187643,Piece
2018765,57753400000,Retaining washer DIN6799-4 (57753400000),2000920187650,Piece
2018766,38010816000,Flat spring 29.5x10x0.6 (38010816000),2000920187667,Piece
2018767,60091103500,Roll ring (60091103500),2000920187674,Piece
2018768,50005400000,Washer 18x8x1.5 (50005400000),2000920187681,Piece
2018769,9000760,Glass LSB LF 95 150 HC VA (9000760),2000920187698,Piece
2018770,9000761,Glass LSB LF 95 150 HC HO (9000761),2000920187704,Piece
2018771,02743221,End glass with holes (02743221),2000920187711,Piece
2018772,Z89.43485,Rotor for pump (Z89.43485),2000920187728,Piece
2018773,P10.020,Gasket Frigomat OR3043 (P10.020),2000920187735,Piece
2018774,P10.018,Gasket Frigomat OR114 (P10.018),2000920187742,Piece
2018775,PJ610,Rievsiksna PJ610 Contitech (PJ610),2000920187759,Piece
2018776,PJ508,Rievsiksna PJ508 Contitech (PJ508),2000920187766,Piece
2018777,5073379,Controller Carel IR33W9MR20 24VAC/DC (5073379),2000920187773,Piece
2018778,5145816,Durvju blīvgumija 1460x640mm (5145816),2000920187780,Piece
2018779,3001018,Ignition lead 600mm (3001018),2000920187797,Piece
2018780,3020006,Pilot burner Sit 3 Flames (3020006),2000920187803,Piece
2018781,3440035,Thermocouple sit M9x1600mm (3440035),2000920187810,Piece
2018782,3001020,Piezo igniter (3001020),2000920187827,Piece
2018783,3182011,"Magnetic unit, PEL small head (3182011)",2000920187834,Piece
2018784,3122829,Electric pump LGB ZF400VSX 1.14Hp 230V (3122829),2000920187841,Piece
2018785,500816,Fan motor 230V 1ph. 50Hz 0.22/0.75kW (500816),2000920187858,Piece
2018786,S0801579,Lid for evaporator (S0801579),2000920187865,Piece
2018787,417748,"Sildelements 1200W 230V, kabelis 500mm (417748)",2000920187872,Piece
2018788,490074,"Hot plate dim. 300x300, 4000W 400V (490074)",2000920187889,Gabals
2018789,110431,Savienojumu komplekts siera griezējam (110431),2000920187896,Gabals
2018790,2340052,PZ-829RC līmeņa sensors 2L DIN F&F (2340052),2000920187902,Gabals
2018791,MG3601910,Magnēts Super D30/13x4mm NDFEB (MG3601910),2000920187919,Gabals
2018792,MG3908521,Līmeņa relejs Schneider Electric RM22LG1 (MG3908521),2000920187926,Gabals
2018793,8001125,Kontaktors 4.0kW 24-60VA VDC (8001125),2000920187933,Gabals
2018794,1068874,Kontaktors 5.5kW 3NO/1NC 20-60V (1068874),2000920187940,Gabals
2018795,370035,Griddle plate Bartscher GDP 320E-R (370035),2000920187957,Gabals
2018796,1040049,"Brita Extra 85 C-Tap 33cm TG Still, Dispenser (1040049)",2000920187964,Gabals
2018797,NC0370,NT caurules 48.3x2mm slīpētas (NC0370),2000920187971,Meter
2018798,502404904,Polikarbonāta loksne 6x2000x1050 caursp. (502404904),2000920187988,Gabals
2018799,448108875,Palīgmateriāli,2000920187995,Gabals
2018800,SR318,E25 Guarded paddle (SR318),2000920188008,Gabals
2018807,560.0006.764,Filling lever electrode (560.0006.764),2000920188077,Piece
2018808,448229814,Palīgmateriāli,2000920188084,Piece
2018809,9261011,Blower hood Fri-Jado (9261011),2000920188091,Piece
2018810,9261062S,Ass. fan service set HD EUR (9261062S),2000920188107,Piece
2018811,SC66080500,Gaisa filtrs Scotsman (SC66080500),2000920188114,Piece
2018812,SC65062404,Label Scotsman (SC65062404),2000920188121,Piece
2018813,2123537,"Heater 240V 3500W, Fryer (2123537)",2000920188138,Gabals
2018814,LOCK109,Durvju rokturis 68-92 (LOCK109),2000920188145,Gabals
2018815,PT00009498,Repair set pre-heat mechanism 201 (PT00009498),2000920188152,Gabals
2018816,LF5039432,Disc for potato peeler device (LF5039432),2000920188169,Gabals
2018817,300106,Cam switch 7 op. positions 1NO/2CO 6x4.6mm (300106),2000920188176,Gabals
2018819,517532,Door guides L914mm W39mm H34mm L&R (517532),2000920188190,Gabals
2018820,416606,Sildelements 9000W 230V (416606),2000920188206,Gabals
2018821,691014,Blīvgumija L105xW55mm sildelementam FAGOR (691014),2000920188213,Gabals
2018822,PT00018160,Door gasket Wide UC black PVC 21 1/2''x53 1/2'' (PT0018160),2000920188220,Gabals
2018823,BV21E035X0000,Ball valve BV21E035X0000 INOX PS140bar,2000920188237,Gabals
2018824,719.391.146,Rubber flow restrictor for inlet grease guardian (719.391.146),2000920188244,Gabals
2018825,25W,Elektrodzinējs 25W (W25),2000920188251,Gabals
2018826,719.391.397,Mounting strip for shelf (719.391.397),2000920188268,Gabals
2018827,2079439,"Encore valve assy, hot 1/4 turn (2079439)",2000920188275,Gabals
